46,12,2,4,2,0,0,0,0,0,0,0,0,0,"Boonsripaisal, Simon",AAS,100
35,14,5,3,3,3,0,0,0,0,0,0,0,0,"Uhall, Michael B",AAS,100
9,23,4,5,4,5,0,1,0,0,0,0,6,0,"Kang, Yoonjung",AAS,100
4,46,0,2,11,0,1,1,0,0,1,0,2,0,"Park, Doo Jae",AAS,100
5,47,5,5,4,0,1,2,0,0,0,0,0,0,"Kwon, Soo Ah",AAS,246
27,29,3,5,2,0,0,0,0,0,0,0,2,0,"Sharif, Lila A",AAS,287
0,3,4,6,7,4,2,1,1,1,0,0,0,0,"Paik, Angela N",AAS,370
0,39,0,0,3,0,0,0,0,0,0,0,2,0,"Green-Miller, Angela",ABE,100
5,21,0,0,1,0,0,0,0,0,0,0,0,0,"Kalita, Prasanta K",ABE,199
2,21,2,4,5,3,2,2,0,0,1,1,0,0,"Grift, Tony E",ABE,223
10,24,0,7,3,0,0,2,0,0,0,0,2,0,"Kalita, Prasanta K",ABE,224
1,81,9,2,5,0,0,0,0,0,0,0,2,0,"Davidson, Paul C",ABE,430
6,14,6,8,9,2,2,2,0,0,1,0,1,0,"Wang, Xinlei",ABE,436
4,12,2,7,0,0,0,0,0,0,0,0,0,0,"Singh, Vijay",ABE,488
8,23,8,2,0,0,0,0,0,0,0,0,0,0,"Wang, Xinlei",ABE,498
8,69,53,28,35,22,22,10,14,6,5,3,0,1,"Silhan, Peter A",ACCY,200
31,78,73,79,92,55,45,56,26,21,19,13,16,8,"Fisher, Mitchell B",ACCY,201
33,52,15,38,54,18,9,14,10,0,4,0,3,0,"Shapland, Julia P",ACCY,202
11,9,9,9,7,5,2,2,2,0,2,0,0,1,"Davis, Gregory L",ACCY,301
2,17,24,23,14,5,1,5,0,0,0,0,0,1,"Wang, Zhiguang",ACCY,301
2,16,19,19,9,14,3,2,2,1,0,0,1,0,"Sougiannis, Theodore",ACCY,301
3,5,4,15,6,2,0,0,0,0,0,0,0,0,"Chen, Xiaoling",ACCY,302
7,11,25,23,19,15,6,0,0,0,0,0,0,0,"Samet, Jordan A",ACCY,302
10,24,20,17,14,11,5,2,1,0,1,0,0,0,"Curtis, Susan M",ACCY,302
8,14,16,17,12,8,5,5,4,0,0,1,0,1,"Zhu, Wei",ACCY,303
32,11,9,9,9,4,5,2,1,3,1,2,1,0,"Godsell, David",ACCY,303
8,7,3,0,1,4,2,3,0,1,0,0,0,0,"Mendoza, Scott A",ACCY,303
7,7,18,14,3,8,5,3,0,0,0,0,0,0,"Wu, Martin G",ACCY,304
0,12,5,4,9,0,1,0,0,0,1,0,0,0,"Kink, Dawn M",ACCY,304
4,25,13,25,19,8,1,0,0,1,0,1,2,0,"Hayne, Christie",ACCY,304
10,28,10,10,7,8,5,4,4,0,0,0,0,0,"Penn, Michael W",ACCY,312
5,4,15,11,17,6,1,0,0,0,0,0,0,0,"Vuong, Anh",ACCY,312
3,5,4,8,3,1,1,1,0,0,1,0,1,1,"Holder, Charles B",ACCY,312
7,3,3,1,8,2,2,1,0,0,1,0,0,0,"Alt, Amanda J",ACCY,312
0,20,12,5,18,4,0,2,0,0,0,0,0,0,"Ibrahim, Adel Nematallah",ACCY,410
6,10,21,22,30,9,1,0,0,0,0,0,0,0,"Persson, Martin E",ACCY,410
0,13,11,33,8,7,4,2,0,0,0,1,1,0,"Lullo, Michael J",ACCY,415
2,11,4,3,12,1,0,3,0,0,2,0,0,0,"Kink, Dawn M",ACCY,415
7,36,5,24,8,3,6,3,1,0,0,0,0,0,"Hutchens, Matthew",ACCY,451
1,12,0,0,8,0,0,4,0,0,0,0,0,0,"Holder, Charles B",ACCY,451
0,4,4,5,14,1,1,1,0,0,0,0,0,0,"Sternburg, Thomas",ACCY,451
19,12,12,13,12,8,6,3,2,0,0,0,0,0,"Augusto Sampaio, Gerlando",ACCY,500
177,183,176,68,70,11,13,1,0,0,0,0,5,4,"Urcan, Oktay",ACCY,500
18,18,9,6,5,2,3,0,0,0,0,0,0,0,"Zhang, Li",ACCY,500
29,61,51,27,24,12,7,7,5,0,0,0,3,1,"Augusto Sampaio, Gerlando",ACCY,501
0,10,6,3,7,0,0,0,0,0,0,0,0,0,"Davis, Gregory L",ACCY,501
19,40,23,12,10,8,2,2,1,0,0,0,0,1,"Schwartz, Rachel",ACCY,502
19,93,41,30,97,17,1,2,0,0,1,0,4,0,"Peecher, Mark E",ACCY,504
1,28,28,16,17,8,5,2,0,0,0,0,0,0,"Chatterton, Angel",ACCY,505
2,19,15,6,13,11,0,0,2,0,0,0,0,0,"Alt, Amanda J",ACCY,505
15,119,38,28,24,12,7,1,0,0,0,0,2,0,"Hutchens, Matthew",ACCY,505
5,11,5,2,6,2,2,2,1,0,1,0,0,0,"Kustanovich, Michael",ACCY,506
23,64,0,11,12,3,0,0,0,0,0,0,0,0,"Steward, Cynthia G",ACCY,510
10,14,10,26,8,2,0,0,0,0,0,0,0,0,"Hepp, John",ACCY,510
4,62,32,19,0,1,0,0,0,0,0,0,0,0,"Du, Fei",ACCY,512
0,13,22,15,16,4,0,0,0,0,0,0,0,0,"Zhou, Yuepin",ACCY,515
0,24,31,12,9,1,0,0,1,0,0,0,0,0,"Hamm, Brian K",ACCY,517
32,7,2,1,0,0,0,0,0,0,0,0,0,0,"Nekrasz, Frank",ACCY,518
0,9,10,10,15,1,0,0,0,0,0,0,0,0,"Sternburg, Thomas",ACCY,551
0,27,0,0,24,0,0,3,0,0,0,0,0,0,"Holder, Daniel E",ACCY,556
2,12,8,8,5,3,0,0,0,0,0,0,1,0,"Guymon, Ronald N",ACCY,569
10,64,9,2,2,0,0,0,0,0,0,0,0,0,"Anand, Vic",ACCY,570
5,34,3,1,0,0,0,0,0,0,0,0,0,0,"Mendoza, Kimberly",ACCY,570
16,22,3,1,0,2,0,0,0,0,0,0,0,0,"Herbold, T J",ACCY,570
5,22,26,16,29,7,8,10,3,1,1,4,3,0,"Gundersen, Lisa C",ACE,100
0,48,0,0,16,0,0,3,0,0,0,0,1,0,"Burnett, Meghan L",ACE,161
17,22,0,1,8,0,1,4,0,1,0,0,1,0,"Burak, Steven",ACE,161
12,22,3,6,1,1,3,2,0,0,1,0,0,0,"Li, Liqing",ACE,161
0,61,0,0,26,0,0,12,0,0,4,0,1,0,"Lo, Alexander C",ACE,161
0,30,0,0,40,0,0,10,0,0,0,0,0,0,"Lo, Alexander C",ACE,199
24,34,28,13,29,7,6,6,4,1,1,3,0,0,"Christensen, Peter",ACE,210
12,21,15,19,25,16,13,9,6,6,2,2,8,0,"Stoddard, Paul B",ACE,222
7,55,22,31,21,10,4,4,2,0,0,11,0,0,"Stoddard, Paul B",ACE,240
0,161,0,0,25,0,0,11,0,0,1,0,3,0,"Lemoine, Craig",ACE,240
28,43,28,24,28,16,8,9,4,0,0,0,3,0,"Michelson, Hope C",ACE,251
44,5,7,2,10,2,1,5,1,0,1,1,1,0,"Gundersen, Lisa C",ACE,261
4,11,6,3,3,2,1,9,2,0,0,0,0,0,"Endres, A B",ACE,306
23,7,2,1,1,0,0,0,0,0,0,0,0,0,"Fox, John A",ACE,341
3,25,12,1,2,2,0,1,1,0,0,0,1,0,"Helton, Caroline A",ACE,341
2,15,2,2,6,1,0,3,0,0,1,0,1,0,"Allen, Sharon C",ACE,341
0,31,6,4,1,0,1,1,1,1,1,0,0,1,"Finnegan, Ann B",ACE,341
10,40,19,18,15,4,8,3,2,2,0,0,0,1,"Paulson, Nicholas D",ACE,345
16,12,8,8,14,5,3,3,0,0,0,2,0,0,"Breen, John",ACE,346
3,8,4,4,1,2,0,0,0,0,0,0,0,1,"Gatti, Nicolas",ACE,360
1,40,3,6,7,2,1,1,0,1,0,0,1,0,"Parthum, Bryan M",ACE,398
2,4,8,3,4,1,0,1,0,0,0,1,0,0,"Ellison, Brenna",ACE,398
1,52,0,0,4,0,0,1,0,0,0,0,1,1,"Lemoine, Craig",ACE,398
2,10,7,2,8,0,2,4,1,0,0,1,0,0,"Endres, A B",ACE,406
20,14,3,4,12,1,0,0,0,0,0,0,1,0,"Baylis, Katherine R",ACE,411
20,8,0,9,2,2,2,0,0,0,0,0,0,0,"Hu, Zhepeng",ACE,427
25,12,8,2,4,2,0,0,1,1,0,0,0,0,"Tremacoldi Ross, Pedro",ACE,427
1,7,7,3,4,4,1,3,0,0,0,1,0,0,"Robe, Michel A",ACE,428
0,1,2,5,3,4,1,5,2,0,0,0,0,0,"Raab, Dwight D",ACE,432
1,17,15,18,16,9,2,7,1,0,0,0,0,0,"Scholl, Jon H",ACE,435
1,37,10,5,19,8,2,0,0,0,0,0,0,0,"Schnitkey, Gary D",ACE,444
3,44,0,0,7,1,0,8,0,0,0,0,0,1,"Lemoine, Craig",ACE,445
12,20,11,10,13,4,4,6,3,0,0,0,0,1,"Ridley, William C",ACE,455
2,12,4,3,4,0,0,1,0,0,0,0,0,0,"Crost, Benjamin",ACE,562
0,17,3,2,1,1,0,1,0,0,0,0,0,0,"Crost, Benjamin",ACE,564
0,8,1,1,8,2,0,2,0,0,0,0,0,0,"Endres, A B",ACE,592
20,6,2,1,1,0,0,0,0,0,0,0,0,0,"Lopez Barrera, Emely C",ACES,101
23,3,2,1,1,0,0,0,0,0,0,0,0,0,"Kim, Elizabeth J",ACES,101
19,4,1,1,1,0,0,0,0,0,0,0,0,0,"Brooks, Jan D",ACES,101
